ST_copy,0,0,80096528,98481928,72341922,0,0,0,81275668,50602853,20267257,0,
BC,0,0,6945508,31842734,41193696,0,0,0,18158747,11238899,5382159,0,
masstree,0,0,32979946,23136028,9920077,0,0,0,0,0,0,0,
gcc,0,0,8639990,0,0,0,0,0,0,0,0,0,
Mean,0,0,699634710,863288538,865090413,0,0,0,957082493,587107358,311528085,0
