ST_copy,0,595,29,134,237,0,0,311,114,164,270,0,
BC,0,2546614,19747,136484,553477,0,0,701555,686734,696203,698515,0,
masstree,0,3732720,1210063,1955204,2956892,0,0,944538,926417,926417,926417,0,
gcc,0,12178,9773,11918,11918,0,0,5220,5194,5194,5194,0,
Mean,0,395892822,23608778,34814977,54016988,0,0,162039165,87605264,104068636,116363637,0
